楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
184,2,184_2,382,96.68246,241.8,8,13,9.6,7.979,23.943,17.407,176.185,134.058,18,25,36,48,68,81,103,127,173,204,303,334,169,204,3266788.927,3239185.132,3280563.376,2561151.654,337.2255383
184,3,184_3,572,96.68246,453,19.8,22.422,24.059,21.726,30.282,28.496,341.509,277.601,49,75,108,140,175,203,235,264,312,334,437,479,305,361,3328768.128,3320030.169,3334468.873,2718534.487,341.1265822
184,4,184_4,900,96.68246,749.9,29.484,37.127,43.64,40.338,55.4085,36.273,570.2705,463.9135,82,122,176,226,283,325,378,422,498,550,719,763,486,576,3454511.178,3442404.714,3464958.521,2911077.831,349.0409977
184,5,184_5,949,96.68246,913,41.275,44.676,53.766,50.96,68.289,49.684,688.893,564.638,94,140,201,251,315,362,423,474,555,607,780,822,543,637,3600391.908,3588800.481,3608889.848,3018369.577,358.2229024
185,1,185_1,262,139.76471,146.3,3,4.4,7,3.737,11.0595,6.834,122.824,109.156,18,20,44,60,84,90,148,157,187,196,216,228,185,210,2863247.381,2842033.745,2876349.505,2449106.981,346.7973167
185,2,185_2,509,139.76471,300.3,13,8.236,10.706,9.888,19.6215,13.728,246.019,208.041,43,55,91,109,161,185,304,318,354,379,428,449,349,398,2935890.397,2921435.987,2944955.88,2462441.864,351.8823278
185,3,185_3,790,139.76471,710.6,25.452,26.316,24.102,21.169,51.03,29.786,604.0885,510.5265,117,143,209,236,311,337,497,516,572,600,666,695,564,642,3039778.937,3022825.381,3048028.938,2571675.258,359.1545256
185,4,185_4,1107,139.76471,1074.1,37.683,42.384,32.968,39.889,77.112,46.216,923.9135,777.5585,164,201,294,339,433,470,697,733,823,861,942,977,810,919,3223667.199,3206500.628,3232422.901,2720881.944,372.0267039
185,5,185_5,1313,139.76471,1400.9,52.532,50.676,46.725,54.54,90.096,55.66,1215.811,1032.221,169,223,346,399,521,569,829,874,971,1020,1130,1177,955,1085,3246719.676,3233377.84,3253165.07,2764983.513,373.6403773
186,1,186_1,734,178,241.5,4.9,5.858,6.12,5.562,17.004,10.5,219.9975,175.0455,38,68,164,185,253,258,342,377,464,482,532,541,459,531,2772574.368,2752381.022,2781086.27,2227497.011,371.9203928
186,2,186_2,882,178,415.2,5.1,5.909,11.22,5.616,28.9275,16.642,387.92,294.689,62,94,194,215,283,293,438,473,587,607,659,689,562,649,2695791.187,2671322.889,2706742.605,2095767.248,366.0487378
186,3,186_3,1061,178,928.9,16,27.977,51,15.15,59.784,33.48,794.987,637.913,82,93,159,185,261,289,480,507,654,695,820,874,628,733,2898086.128,2878498.816,2913373.638,2397372.676,381.518351
186,4,186_4,1581,178,1497.6,25.755,47.217,65.87,35.66,79.2,53.02,1370.571,1126.151,143,168,284,331,485,522,852,902,1115,1161,1291,1347,1098,1255,3012611.778,2999129.956,3024653.932,2507440.866,390.2761948
186,5,186_5,2021,178,1792.1,29.747,48.078,70.589,33.99,109.23,75.24,1684.687,1416.837,162,227,436,502,698,751,1095,1169,1427,1484,1639,1697,1406,1607,3120071.972,3100918.806,3132535.26,2584959.292,398.493739
187,1,187_1,109,105.45455,74.3,2,2.6,2.6,3,9.25,2,57.063,49.7,10,11,18,25,40,47,61,63,71,82,99,100,69,78,2982718.374,2944377.908,2999578.514,2675198.925,325.314884
187,2,187_2,258,105.45455,237.8,11.1,11,11.11,10.201,19.8465,11.424,178.273,145.327,34,45,70,80,104,114,135,145,175,188,211,223,171,195,3188023.916,3171695.825,3195043.846,2683882.328,338.4785923
187,3,187_3,539,105.45455,485.5,22,22.22,22.44,24.64,38.7795,20.384,377.6345,339.0665,68,98,157,178,219,240,294,315,378,398,444,477,371,423,3282693.54,3267706.71,3288830.806,2899428.212,344.5485858
187,4,187_4,780,105.45455,800.3,39.3,38.862,42.23,35.36,72.9975,43.6,601.042,532.251,92,130,209,247,334,374,444,473,563,603,674,714,552,629,3562214.165,3542105.174,3571631.998,3072922.789,362.4707906
187,5,187_5,850,105.45455,876.7,39.39,42.942,44.37,41.79,76.479,46.01,669.477,596.993,120,158,237,279,366,408,481,517,613,655,740,782,600,684,3607438.24,3588716.038,3615731.199,3125650.76,365.3704519
187,6,187_6,1045,105.45455,876.8,39.188,33.762,37.752,52.114,77.04,39.458,684.175,594.945,128,172,257,299,403,468,564,616,738,798,916,962,716,818,3535355.566,3513859.272,3547482.339,3070566.994,360.7486804
188,1,188_1,273,130.90909,133.8,4.5,3,9.9,8.08,6.565,6.666,103.865,75.623,7,24,53,55,81,92,129,134,152,162,186,197,79,104,2998811.721,2982341.556,3015215.722,2386831.708,347.3047998
188,2,188_2,400,130.90909,249.9,6.6,8.444,18.18,13.26,10.914,13.287,200.3745,149.4925,52,63,88,108,165,176,237,246,266,282,314,330,161,199,3086679.216,3070158.63,3099819.585,2448584.089,353.3004641
188,3,188_3,638,130.90909,607.2,10.4,18.382,28.152,25.338,29.432,35.049,507.305,353.336,55,77,124,152,257,278,364,389,440,459,499,520,252,314,2976966.369,2968501.292,2989646.805,2210802.243,345.8141757
188,4,188_4,909,130.90909,906.8,21.155,39.762,47.277,32.97,43.106,53.821,750.885,563.349,92,119,189,226,348,381,507,545,589,625,702,741,338,424,3174928.494,3166788.062,3186160.651,2455863.805,359.3221796
188,5,188_5,1060,130.90909,1177.4,30.876,47.022,69.264,54.484,63.451,68.904,965.839,735.248,99,130,208,251,402,450,604,651,707,748,832,874,388,493,3351555.92,3341505.888,3364056.25,2643458.822,371.3744039
188,6,188_6,1318,130.90909,1064.1,24.947,37.904,72.6075,49.006,50.421,56.65,913.1115,684.8615,109,180,315,358,512,559,714,758,891,940,1031,1087,500,631,3354741.886,3339296.967,3369003.685,2648190.978,371.5917992
189,1,189_1,150,90.66667,68.5,1.7,3,1.7,3.3,6.45,4.444,53.9495,39.3045,11,18,24,26,37,44,50,55,93,99,108,115,91,105,3066468.942,3040250.723,3082291.599,2367560.737,318.5495523
189,2,189_2,202,90.66667,111.2,2.3,7.1,3.8,7,8.484,5.05,87.412,69.928,17,30,41,48,56,66,76,82,125,135,145,158,122,141,3168198.065,3152146.178,3188609.378,2652269.398,324.8328217
189,3,189_3,387,90.66667,246.7,4.7,16.2,14.544,22.018,29.682,13.905,165.913,140.163,18,37,63,89,111,138,161,187,262,284,303,329,256,293,3697156.666,3665083.679,3729234.764,3188748.061,357.5037941
189,4,189_4,515,90.66667,371.2,8.8,25.986,20.301,31.926,35.226,19.019,262.7745,217.3335,25,49,81,114,144,183,216,246,333,362,397,426,323,374,3693828.692,3672900.583,3721177.789,3170119.51,357.2982427
189,5,189_5,592,90.66667,454.6,12,31.159,34.35,38.964,40.3365,22.36,313.6585,258.8985,31,60,96,134,167,201,241,274,378,412,450,484,366,424,3797964.953,3783025.232,3824132.704,3283292.413,363.7301882
190,1,190_1,130,89.14286,70.9,2.7,2,4,2.8,11.01,2.02,53.271,45.393,2,10,24,25,32,35,43,52,95,102,115,116,92,104,3285679.107,3235631.423,3309274.874,2950555.124,332.0890037
190,2,190_2,214,89.14286,169.4,10,6,14.5,9.191,17.7255,10.1,112.739,94.812,2,11,42,47,70,82,101,110,142,155,173,182,138,158,3553213.276,3529230.802,3573943.555,3032918.776,348.6131729
190,3,190_3,413,89.14286,363.1,15.1,22,33.33,22.564,23.715,19.467,251.769,212.217,3,27,67,88,126,147,183,205,281,300,338,364,270,310,3538887.849,3522554.534,3552830.137,3037254.611,347.7283672
190,4,190_4,609,89.14286,556.4,24.4,24.24,38.49,31.65,43.212,41.579,398.868,320.551,4,40,109,132,185,211,265,303,419,450,500,542,404,464,3633201.961,3619557.43,3644527.399,2929589.043,353.5536506
190,5,190_5,784,89.14286,708,37.8,41.713,57.332,46.879,61.11,50.093,477.536,385.001,5,58,145,188,268,311,376,422,557,600,660,706,539,615,3929993.056,3917418.651,3941450.449,3259079.873,371.8848652
191,1,191_1,130,92,70.8,2.4,4,3.5,3.3,4,7.8985,50.148,33.7,4,9,24,27,33,40,56,70,79,82,99,109,96,107,3266909.356,3261278.176,3275399.846,2268501.858,330.9296955
191,2,191_2,214,92,152.5,5.4,8.4,5.8,7,8.484,18.18,111.812,78.028,10,18,38,49,64,76,92,98,114,125,153,164,148,168,3369003.501,3362037.249,3376358.728,2312848.78,337.2355104
191,3,191_3,413,92,294.1,20.5,15.41,16.968,20.855,11.016,45.2685,187.155,119.175,26,46,83,101,127,148,191,215,243,260,309,338,298,338,3850337.254,3840563.436,3863048.705,2543343.512,366.9649481
191,4,191_4,609,92,516.5,30.3,27.472,31.274,30.485,25.863,49.647,363.398,252.476,37,74,127,155,197,227,285,320,367,401,476,511,458,517,3683957.492,3680918.261,3688261.779,2722077.934,356.688551
191,5,191_5,784,92,701.7,42.9,38.683,42.84,39.479,37.448,72.822,492.09,348.711,41,85,154,194,253,296,363,403,466,513,602,652,582,660,3811573.596,3808641.038,3814435.069,2805908.509,364.5707221
192,1,192_1,200,97.07865,122.8,5,5.5,5,5.5,17.1195,6.06,88.0225,75.9025,10,14,32,41,54,58,66,75,131,144,166,180,125,144,3342636.884,3301827.932,3358000.502,2902957.729,341.999498
192,2,192_2,356,97.07865,221.4,5,13.7,13.07,11.009,22.185,12.927,160.692,131.965,10,14,42,61,95,107,125,143,232,250,286,312,223,257,3388630.026,3364179.858,3410880.17,2834820.039,344.8943604
192,3,192_3,475,97.07865,363.5,13,17.1,23.533,19.196,27.0225,25.667,259.197,204.929,22,34,62,87,121,145,179,206,300,330,384,415,285,330,3390813.009,3377811.911,3403370.759,2720626.811,345.03176
192,4,192_4,672,97.07865,505,13,31.313,30.906,29.376,32.916,32.13,365.359,296.532,22,34,73,113,164,198,244,278,417,467,558,593,395,461,3442076.368,3434331.381,3458807.23,2818142.41,348.2583361
192,5,192_5,798,97.07865,674.7,20,31.714,39.372,32.239,63.63,46.216,503.2785,418.8975,35,54,110,161,225,267,326,368,528,571,649,697,506,585,3617906.599,3593362.427,3635284.913,2967968.343,359.3252977
193,1,193_1,129,92.95775,89.7,3,3.6,3.8,8.65,7.2,4.343,63.541,52.33,6,8,15,23,35,45,59,69,91,98,107,122,55,65,3190667.712,3166184.03,3207490.538,2719971.94,329.3275162
193,2,193_2,309,92.95775,300.9,13,20,14.821,14.544,11.215,12.444,231.9445,188.3525,22,33,59,72,93,111,139,153,196,215,246,268,129,158,3069484.153,3059303.214,3077106.044,2592385.131,321.7713648
193,3,193_3,439,92.95775,452.2,23.3,32.522,24.543,24.786,18.706,24.102,335.363,272.741,34,57,102,129,169,195,232,249,297,316,363,393,224,266,3343117.959,3332992.732,3351571.198,2792551.405,338.8332374
193,4,193_4,626,92.95775,674.1,32.3,41.612,32.538,51.294,32.448,41.37,494.337,398.996,51,83,143,179,231,270,332,366,443,475,521,557,318,379,3521326.753,3508495.323,3527893.001,2899914.821,349.9450799
193,5,193_5,785,92.95775,831.5,43.25,54.468,39.709,64.272,42.21,51.622,608.5655,497.8825,63,105,183,225,284,328,407,449,550,591,647,694,390,468,3656454.327,3643764.324,3664556.371,3033456.993,358.3706816
193,6,193_6,817,92.95775,894.5,44.7,46.986,35.493,65.364,52.124,56.795,673.668,531.292,45,88,164,211,274,338,414,454,564,608,669,717,392,472,3591148.435,3579127.715,3601294.547,2911414.3,354.2986671
194,1,194_1,200,137.45455,118.6,2,3.5,4,6,2.929,6.06,104.674,82.252,4,5,17,33,43,46,69,72,125,135,166,170,67,85,2700634.785,2689296.733,2709586.44,2112520.472,335.414435
194,2,194_2,397,137.45455,208.3,7,7,9.1,10.4535,5.814,12.372,170.327,128.735,6,12,42,57,78,87,118,132,210,230,291,302,115,152,2908226.381,2900180.744,2914568.083,2239688.25,349.9458467
194,3,194_3,630,137.45455,492.6,15.4,19.181,20.2,50.49,36.36,9.506,396.111,342.941,20,38,92,117,151,177,249,270,398,419,488,515,244,306,3292204.487,3263238.428,3310568.782,3000833.045,376.8243141
194,4,194_4,908,137.45455,822.6,31,34.542,36.924,69.525,47.25,21.086,667.079,554.297,29,59,118,151,201,236,324,356,552,580,691,726,316,405,3316971.816,3297415.028,3328309.349,2927624.362,378.5580271
194,5,194_5,966,137.45455,881.3,34,37.572,36.822,75.705,53,21.246,714.5415,601.3645,33,66,131,167,224,258,359,395,607,640,771,806,349,444,3381304.684,3360471.666,3392730.893,3009307.589,383.0613279
194,6,194_6,1092,137.45455,756.1,27.6,34.542,39.27,65.883,16.536,34.002,636.083,531.239,43,79,147,180,239,275,373,408,638,685,857,909,362,469,3386487.296,3362332.591,3404941.305,2867376.746,383.4241108
195,1,195_1,323,128,176.9,5.4,3,3,7.373,17.748,7.21,150.374,139.559,10,36,85,87,95,97,168,177,255,267,303,309,252,283,2898638.08,2865355.731,2916132.889,2567356.309,343.4045031
195,2,195_2,394,128,364.8,13,7,7.07,21.42,32.436,22.66,291.711,270.39,42,54,91,97,113,119,208,222,271,287,337,351,266,304,3089602.112,3061753.568,3108032.42,2630119.366,356.5473218
195,3,195_3,758,128,610.9,18.584,16.766,16.626,32.239,58.59,40.28,495.281,473.66,109,130,176,197,235,262,400,431,514,540,625,647,506,580,3274264.472,3244394.838,3288897.285,2818247.96,369.2564372
195,4,195_4,1032,128,951.8,32.872,26.622,29.458,40.74,71.598,49.922,804.673,726.863,72,128,218,253,309,351,553,590,764,801,928,965,752,854,3212877.265,3192802.89,3223487.88,2747769.221,365.031553
195,5,195_5,1244,128,1135.7,35.079,35.19,39.552,53.106,84.2025,66.88,958.9795,854.4795,86,136,216,263,337,378,637,682,921,964,1124,1157,910,1034,3361531.93,3341959.412,3371537.917,2827012.507,375.2624916
196,1,196_1,139,124.8,112.7,3,3.3,9,6.2,6.1,6.363,86.452,71.1,8,10,16,21,47,51,66,73,84,90,102,110,44,56,3039109.348,3021061.149,3054539.41,2507623.509,344.0190974
196,2,196_2,210,124.8,183.6,3.3,5.1,15.45,9.494,8.383,9.595,144.423,122.083,22,27,37,42,76,86,115,127,143,153,171,184,72,92,3028796.025,3005707.001,3047292.05,2529078.229,343.3274982
196,3,196_3,331,124.8,320,10.3,11.3,20.301,14.28,13.668,13.566,255.683,225.452,35,47,70,83,153,165,202,212,243,254,274,286,143,175,3005612.926,2993883.343,3013676.048,2597279.106,341.7728668
196,4,196_4,480,124.8,419.2,9.6,18.786,29.223,23.54,26.677,23.088,323.119,283.911,59,82,115,138,218,235,288,306,352,376,410,430,209,255,3344853.102,3331887.172,3363045.907,2850362.158,364.5219139
196,5,196_5,601,124.8,546.3,15.253,20.806,38.751,33.03,30.68,27.3,426.5445,380.9645,83,117,161,186,287,311,378,403,452,476,513,535,276,335,3380874.752,3366827.799,3396985.798,2924253.476,366.9374833
197,1,197_1,214,139.70149,138.2,2,5.3,5.3,1,3.03,8.3325,121.588,75.473,14,15,39,46,67,74,100,100,116,118,136,145,134,154,2547057.662,2536837.941,2557974.274,1681061.701,316.4792287
197,2,197_2,401,139.70149,326.9,11.2,11.23,11.312,15.15,9.996,20.3655,273.678,189.738,51,63,91,103,132,144,183,192,229,245,287,302,282,321,2917457.076,2911737.057,2920882.393,2137026.89,341.7535417
197,3,197_3,759,139.70149,645.3,31.31,14.002,17.4,24.72,25.896,50.085,537.448,373.936,120,136,181,219,281,315,361,377,434,464,541,575,534,608,3042639.669,3033909.182,3051904.991,2156059.252,350.2954127
197,4,197_4,1050,139.70149,1051.4,57.12,35.319,35.672,40.11,39.008,53.5155,900.504,622.164,201,230,300,336,406,442,501,529,633,674,795,833,788,891,3159245.485,3150328.907,3163749.839,2388273.176,358.2520448
197,5,197_5,1190,139.70149,1282.5,73.28,42.436,42.848,55.86,50.504,68.2365,1086.843,734.546,191,235,305,347,431,473,562,599,712,765,895,939,888,1006,3273917.503,3263659.72,3280417.406,2456944.734,366.0767238
198,1,198_1,310,125.64706,155.8,3,7,6.464,3.636,12.852,9.741,128.022,102.605,24,26,71,77,111,129,180,197,239,249,265,275,236,265,2995345.207,2972432.148,3011198.547,2381783.834,341.0843257
198,2,198_2,390,125.64706,295.8,11,14.342,9.292,7.548,21.939,17.716,242.297,197.801,31,41,101,116,161,180,233,252,301,315,335,349,296,334,3077593.854,3059094.764,3089732.13,2484622.102,346.5998231
198,3,198_3,726,125.64706,597.4,17.1,22.175,20.394,15.704,40.32,23.214,518.033,411.549,65,82,194,222,314,358,450,490,547,575,617,643,538,609,2960071.499,2943433.413,2969034.987,2434403.176,338.7189123
198,4,198_4,1017,125.64706,896.3,28.482,34.344,22.672,32.952,69.978,41.08,766.973,627.288,107,136,271,309,448,494,596,650,739,783,855,903,723,823,3208886.924,3187449.826,3220895.948,2655106.318,355.404182
198,5,198_5,1259,125.64706,1208.3,35.552,47.586,29.094,41.815,101.37,57.97,1047.166,867.756,126,162,328,375,565,624,784,836,935,982,1067,1124,919,1043,3304590.316,3279134.86,3318167.742,2739805.066,361.8219388
198,6,198_6,1233,125.64706,883.7,30.906,37.791,29.67,29.639,83.8755,51.81,735.916,599.736,112,147,300,363,584,621,734,799,916,962,1043,1100,898,1020,3451716.952,3423705.033,3463044.716,2817482.547,371.6880779
199,1,199_1,409,139.42857,169.8,6,5.858,2.323,7.446,15.1515,5.974,147.866,127.557,27,32,109,121,161,165,223,231,288,303,345,366,282,321,2971582.044,2945536.015,2989728.04,2579226.177,357.3587325
199,2,199_2,650,139.42857,331.3,13,18.584,6.528,13.287,27.8535,16.17,267.616,226.553,52,64,157,184,263,290,333,353,390,421,517,535,384,446,3155673.432,3133355.846,3173360.43,2665587.42,370.3534187
199,3,199_3,740,139.42857,737.5,21.311,31.62,33.99,28.08,58.275,25.864,623.42,529.016,117,138,231,255,331,363,437,459,515,542,631,656,508,581,3179908.891,3161058.935,3192111.397,2755165.707,372.064157
199,4,199_4,1174,139.42857,1118.6,43.248,43.888,36.86,31.03,75.168,42.68,996.2865,861.9765,212,257,427,464,577,611,730,754,835,875,1011,1054,821,936,3205806.754,3190110.36,3215466.328,2759238.611,373.8922414
199,5,199_5,1473,139.42857,1365.2,55.13,65.04,48.578,44.234,98.01,55.88,1190.356,1029.646,252,305,497,552,722,779,899,940,1031,1084,1274,1329,1016,1162,3417184.48,3400240.167,3427252.591,2944635.908,388.8130221
200,1,200_1,205,129.03226,121.5,3,3.3,7,7.1,8.0295,2.121,99.3255,82.5455,10,12,26,31,54,60,78,85,117,124,146,157,112,131,2859124.203,2846513.224,2874556.766,2543849.103,346.5086942
200,2,200_2,350,129.03226,335.5,11,11,23.23,12.322,24.48,4.488,276.745,241.838,26,36,78,88,130,144,177,190,230,243,284,300,221,255,2990073.435,2972941.06,3001945.535,2744164.105,355.6751405
200,3,200_3,557,129.03226,585.5,25,21.21,12.852,24.536,30.372,15.704,505.313,431.923,36,55,134,151,222,239,292,323,383,404,479,493,374,428,2899655.812,2891395.982,2910125.336,2531313.162,349.3459068
200,4,200_4,761,129.03226,814.8,33,32.52,24.926,38.668,48.0375,31.058,676.241,559.14,71,98,189,217,302,336,399,427,506,537,615,643,485,560,3134456.932,3124393.848,3142885.489,2654280.317,365.7819853
200,5,200_5,943,129.03226,969.4,42.2,39.78,27.789,43.496,52.311,39.319,816.537,681.485,81,115,233,266,367,410,485,524,630,667,766,805,604,697,3191868.548,3184307.626,3200602.753,2694961.17,369.8007984
201,1,201_1,179,126.22222,111.8,2,2,3.3,8.4,5.05,5.05,92.812,71.299,27,28,35,36,43,57,83,93,116,120,134,138,80,96,2746260.891,2723834.469,2759952.083,2189781.064,332.9173672
201,2,201_2,300,126.22222,265.6,5.4,6,6.057,21.21,11.13,12.648,223.1855,170.5535,44,52,76,81,98,112,147,156,192,202,230,245,142,170,2879100.942,2853971.766,2891386.251,2279528.475,342.0598884
201,3,201_3,645,126.22222,544.5,15.554,16.626,13.362,38.934,20.8,25.62,460.957,375.555,131,158,202,229,271,293,369,392,466,491,541,569,358,421,2987436.277,2968126.026,2997435.532,2444664.083,349.5159085
201,4,201_4,900,126.22222,862.7,25.856,26.928,22.351,60.4365,39.432,54.203,712.39,600.1,155,194,256,294,351,378,493,528,644,688,762,805,476,565,3204485.795,3185635.175,3215223.485,2590190.185,364.4540224
201,5,201_5,1111,126.22222,1181.2,40.29,40.685,34.424,86.814,50.729,63.874,998.033,855.283,211,254,333,376,456,498,616,662,798,841,932,983,597,707,3309603.657,3290540.213,3319604.67,2756061.718,371.6886046
202,1,202_1,218,124.27586,90.3,2,2,9.45,3.131,2.02,4.04,76.033,60.957,39,40,46,47,70,77,110,122,139,140,148,151,68,88,2865514.284,2831340.814,2879009.186,2353477.074,338.2092099
202,2,202_2,395,124.27586,255.5,10,11.73,19.8465,12.24,12.24,12.28,202.1795,167.9935,49,58,86,103,159,169,207,218,250,261,293,304,156,193,3210346.056,3196050.601,3218482.108,2713635.662,361.7389074
202,3,202_3,574,124.27586,448.4,19,19.493,35.649,14.111,16.328,22.984,367.887,272.184,82,100,143,172,249,268,331,350,401,420,469,487,245,301,3198244.481,3179454.086,3208833.573,2540246.758,360.9131528
202,4,202_4,907,124.27586,767.8,32.18,38.743,59.328,33.176,35.595,49.156,604.591,482.57,87,118,179,217,302,334,429,468,555,594,685,722,296,385,3485718.471,3470515.073,3493202.55,2818274.43,380.5290251
202,5,202_5,998,124.27586,918,39.22,39.108,74.469,40.32,43.99,56.09,728.068,592.749,84,122,195,235,342,382,504,545,644,687,795,836,333,431,3532159.16,3514587.884,3539291.23,2890861.59,383.6979191
203,1,203_1,222,123.69231,106.2,3.9,2.6,2,2.7,8.484,7.676,88.443,73.225,10,30,58,65,80,81,87,95,118,128,161,173,115,136,2917902.09,2893980.682,2930071.821,2279057.422,335.8910813
203,2,203_2,411,123.69231,268.9,9.7,9.262,13.13,15.554,14.535,16.274,209.864,176.999,46,61,98,108,136,148,170,186,227,240,317,357,219,258,3119525.144,3111589.88,3127960.984,2565136.873,349.4116861
203,3,203_3,736,123.69231,441,12.2,21.453,19.159,24.102,35.256,20.962,355.366,308.318,69,100,183,214,289,313,368,391,469,492,593,619,460,530,3294545.117,3276757.954,3309464.969,2831124.263,361.1483196
203,4,203_4,860,123.69231,744.7,25.483,36.108,34.505,34.112,41.4225,27.499,613.8585,512.5185,85,121,205,243,324,361,422,458,556,590,708,739,542,626,3199120.412,3192932.042,3206377.652,2739251.434,354.7492512
203,5,203_5,999,123.69231,955.4,39.693,41.82,42.699,39.288,58.671,40.392,787.412,649.513,116,157,242,282,373,416,482,521,632,671,825,869,616,714,3302007.138,3293107.607,3306188.911,2785566.218,361.648714
204,1,204_1,269,132.13483,154.4,3,4,7.673,3.838,12.5745,10.2,125.496,107.748,33,35,68,70,98,110,150,160,188,197,226,232,185,209,2957087.217,2932443.548,2971220.576,2395343.092,350.3966421
204,2,204_2,487,132.13483,354.4,7.8,8.282,14.146,10.2,26.574,21.84,296.6805,252.5845,61,75,107,125,184,206,267,276,354,368,407,419,349,396,2952729.066,2931064.547,2964098.574,2390978.26,350.0941352
204,3,204_3,682,132.13483,669.3,23.836,14.883,21.587,24.96,55.677,39.36,554.7415,449.7155,104,130,192,234,294,320,414,437,497,519,583,604,490,557,3120456.482,3097108.348,3133749.277,2509110.122,361.7363911
204,4,204_4,1035,132.13483,966.7,31.714,40.195,37.44,27.44,84.5835,64.48,793.847,675.849,157,187,287,316,416,463,589,614,748,785,876,911,736,837,3370451.07,3345849.458,3383213.833,2748447.618,379.0889566
204,5,204_5,1302,132.13483,1226.1,50.184,58.463,46.228,39.64,109.644,80.85,1004.464,832.644,211,257,381,438,574,627,769,805,973,1018,1120,1166,957,1086,3542738.315,3518460.68,3555467.665,2883172.21,391.0477183
205,1,205_1,242,138.75,119.2,3,2,3.2,8.0295,3.737,5.05,105.0355,76.4955,4,6,14,15,22,35,103,110,153,171,196,200,100,122,2705304.51,2686771.037,2715911.423,2092132.258,335.7413157
205,2,205_2,409,138.75,308.4,13.3,8.7,8.08,15.453,5.917,11.536,270.932,215.67,12,23,54,68,104,111,225,235,282,301,335,347,217,256,2757060.496,2745844.726,2766383.843,2248406.046,339.3642347
205,3,205_3,640,138.75,592.4,17.6,22.47,25.048,34.7625,5.72,24.99,514.4555,401.6715,19,37,82,107,155,184,349,371,448,465,501,522,339,402,2901999.58,2887314.943,2918323.187,2333759.194,349.5099706
205,4,205_4,882,138.75,871.7,26.4,30.603,40.902,55.38,33.92,37.118,735.8885,568.9525,27,52,120,152,215,253,468,498,612,641,687,724,452,539,3197407.788,3184125.001,3206502.054,2603418.246,370.1885451
205,5,205_5,1083,138.75,1147.1,33.2,39.794,38.862,67.125,56.924,54.766,982.8655,753.5975,29,59,133,175,262,298,562,602,742,794,861,901,544,651,3235431.719,3223171.008,3244250.527,2586015.875,372.8502203
206,1,206_1,394,148.51485,200.6,4,4.2,9.674,4.242,16.1685,5.712,177.982,156.888,30,33,42,47,97,110,156,161,196,210,270,289,193,231,2808418.231,2782844.683,2821433.898,2477748.387,357.3693298
206,2,206_2,587,148.51485,362.5,14.4,12.524,14.414,8.549,19.3125,15.704,308.6555,284.3505,56,77,109,124,194,209,302,312,361,377,455,473,356,413,2904964.166,2895962.98,2914004.277,2539110.121,364.4115039
206,3,206_3,875,148.51485,765.4,26.9,31.714,23.57,21.944,67.5675,45.903,626.102,573.622,70,95,146,176,283,318,437,467,568,600,717,764,555,641,3221792.527,3196604.666,3233717.54,2743166.046,387.5213373
206,4,206_4,1339,148.51485,1287,42.622,55.144,47.978,34.78,129.267,65.67,1090.211,997.261,101,155,252,307,476,523,672,719,865,912,1100,1152,851,983,3448939.648,3417519.856,3464573.36,3000747.196,404.0897155
206,5,206_5,1415,148.51485,1480.7,44.642,62.523,53.858,50.718,136.686,75.9,1249.9295,1141.4695,107,163,261,315,488,535,732,790,940,991,1209,1256,926,1066,3455048.654,3427543.016,3467873.464,2997533.656,404.5353136
207,1,207_1,159,98.18182,98.1,2,2,2.7,6,7.031,7.575,78.9205,57.357,11,12,25,26,32,49,73,77,89,103,129,133,126,139,2979185.603,2958424.84,2993309.777,2196800.377,325.088371
207,2,207_2,312,98.18182,198.6,8,10,8.214,13.736,8.585,18.207,145.155,115.356,18,25,51,60,87,105,131,145,178,197,250,266,243,272,3287613.454,3275737.535,3293743.629,2507799.083,344.8640391
207,3,207_3,538,98.18182,393.1,18.9,17.938,12.13,31.212,21.63,31.2,292.57,225.71,25,51,97,121,172,201,244,273,308,340,446,470,437,486,3414994.065,3398168.333,3428369.871,2654398.211,353.0313842
207,4,207_4,747,98.18182,631.6,34.2,33.532,29.172,51.809,30.16,67.734,445.366,352.163,27,70,143,177,240,282,340,378,440,471,619,658,605,676,3783219.436,3768159.776,3791100.441,2861070.849,376.6411285
207,5,207_5,855,98.18182,786.1,43.2,46.178,34.414,47.746,44.165,78.966,571.7475,450.124,31,74,152,203,278,325,390,435,497,542,715,757,697,780,3771796.758,3767511.797,3778646.014,2867926.982,375.9087333
208,1,208_1,281,120,109.5,3,3.1,3.8,11.514,8.181,3.737,88.5025,77.3025,24,26,49,52,73,83,121,132,160,168,190,199,118,145,3149954.117,3118130.207,3168885.111,2794457.859,348.3693031
208,2,208_2,406,120,258.1,12.1,9.525,12.322,21.726,12.546,10.197,205.266,191.552,44,56,85,107,142,155,216,227,263,277,302,319,213,252,3200376.733,3183086.457,3210486.963,2882690.417,351.720924
208,3,208_3,635,120,473.1,21.82,27.472,24.582,35.535,24.96,18.375,369.6795,338.0305,75,102,150,178,237,261,357,379,441,464,506,545,347,409,3382143.038,3371126.351,3389244.758,3036732.293,363.8030373
